"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-8,6,7,-4,6,1,-4,-6,2,20,6,-4,15,3,6,8,12,2,3,14,20,-4
2,-9,20,-4,7,17,5,15,4,7,20,1,2,11,11,19,5,17,7,4,7,19,18
3,-8,2,16,20,-10,-6,7,-8,-8,-8,3,-9,-9,3,-3,19,-3,2,18,1,-7,-7
4,16,1,8,12,19,-1,12,3,17,15,-6,-7,-3,-6,15,15,0,15,-4,-3,-6,1
5,4,-4,8,-4,-8,5,-6,4,3,6,12,-8,18,6,16,4,-9,-6,12,5,-4,-2
6,8,1,1,-6,20,11,-3,9,-7,-1,3,6,16,20,3,-2,-10,-2,2,-8,3,3
7,16,-2,-4,-10,2,-6,2,13,-8,10,20,4,-2,12,-10,8,-5,0,13,11,9,14
8,19,18,-1,2,2,4,9,16,19,-7,20,15,15,17,7,10,20,-3,16,-10,13,-1
9,10,-5,10,-7,14,8,14,2,5,12,13,7,17,11,0,14,-4,-9,17,-10,10,10
10,-4,19,-8,-2,-2,-2,1,19,10,-4,9,15,17,0,16,5,18,17,19,-3,-6,19
