"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-7,20,19,-2,-3,10,11,16,6,12,18,-7,11,6,9,20,17,3,19,14,0,-8
2,2,5,-10,-10,18,2,-6,11,10,8,-8,-3,17,-10,-3,-5,-3,-4,0,-4,-5,-9
3,-6,14,9,-10,10,16,13,11,13,18,4,-6,15,9,20,-6,-1,-6,5,1,-6,3
4,12,12,12,14,16,9,5,9,-10,15,17,7,2,14,16,-5,3,-7,19,17,-2,9
5,3,6,7,14,13,6,19,-6,-1,-3,8,19,6,18,17,-3,14,-7,14,4,19,3
6,-2,8,14,1,16,16,-1,-6,18,6,16,4,10,-9,-4,-1,14,20,13,18,-1,-2
7,16,7,-6,-3,-7,14,-5,4,7,3,-3,13,3,9,17,17,2,3,0,-4,-6,-3
8,5,20,15,15,14,-1,8,13,9,-8,-9,-10,14,9,18,14,15,-2,-1,-4,-7,19
9,12,-6,-5,-10,13,5,-9,16,-1,15,15,15,1,9,1,10,-4,-7,16,20,13,0
10,15,-3,16,-2,-10,20,2,10,8,7,-9,20,-1,10,3,20,10,3,17,15,-7,19
