"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,4,5,-3,18,-1,11,15,-5,20,5,-10,-8,-8,-3,8,2,15,-10,-3,-1,7,2
2,-4,5,18,-3,17,-10,13,11,3,2,-8,20,18,3,6,-10,12,9,1,5,20,-9
3,8,-3,0,-9,19,14,-6,15,14,-9,-9,13,15,17,6,14,3,14,10,6,9,13
4,7,14,4,0,-3,3,15,10,6,2,1,10,-9,7,8,12,-9,-2,16,-9,14,1
5,8,20,18,18,16,-3,-3,-7,15,-3,5,6,3,12,18,20,-9,-7,-8,20,-7,16
6,3,-5,-6,8,-9,6,-7,-1,9,20,-8,11,1,4,12,-5,18,-7,4,-1,0,20
7,3,-10,17,1,14,-5,1,2,20,4,-1,-3,9,11,20,14,6,20,5,-5,12,-6
8,18,15,6,6,4,-7,-10,5,18,13,14,8,7,-6,3,8,15,5,17,19,-6,1
9,3,17,-1,20,-10,-1,0,10,-5,12,9,16,11,15,8,9,-8,20,6,-7,-10,-4
10,18,1,5,16,13,7,20,-2,19,10,-4,-5,20,16,10,15,-7,1,5,17,12,17
