"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,16,-9,20,19,-10,8,13,-3,-4,5,6,20,-3,16,-6,-5,-3,-9,6,4,19,-10
2,9,9,8,9,3,19,-7,1,-3,-4,7,-9,3,10,8,5,8,-9,-10,15,3,-8
3,15,1,-8,10,14,1,-4,-2,19,-6,9,18,10,7,14,12,6,-8,-5,6,8,-5
4,13,13,18,-5,-6,0,2,5,1,12,-4,-10,11,20,-7,8,8,12,-2,3,12,19
5,13,7,18,13,16,-10,4,0,6,19,16,-5,5,1,-3,10,10,4,-4,-8,16,16
6,18,17,-10,-1,12,-6,-1,-9,13,19,0,1,13,6,10,3,15,17,-8,18,18,19
7,2,5,2,13,-7,-1,5,10,-9,2,-6,15,9,-4,6,-9,1,-2,17,-2,5,3
8,19,-10,20,-4,9,16,5,4,-3,3,7,15,-2,-5,-10,-2,13,-4,10,-8,-2,4
9,-1,6,10,-9,19,16,-3,9,20,14,-3,2,-1,-1,-1,11,0,1,-7,20,20,-4
10,18,7,19,8,-6,2,3,-4,14,9,7,17,-5,-1,-7,-5,3,20,-5,20,8,17
