"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,14,7,5,-1,-10,19,7,-4,13,18,6,-4,1,-1,2,7,10,12,1,14,0,4
2,-2,-9,4,14,17,17,-8,-5,7,-10,9,0,10,-8,-1,11,13,9,0,-1,-6,-2
3,14,14,14,12,1,6,1,-5,-7,8,14,8,-9,-4,15,8,7,-4,10,-9,20,19
4,15,-7,11,11,-8,-10,11,5,17,1,18,2,8,-7,4,16,2,2,1,15,4,5
5,9,8,-2,0,12,5,2,-1,13,9,-10,-10,9,-6,8,-5,19,5,10,14,8,-6
6,7,2,-5,-10,4,10,14,8,2,7,9,16,-6,11,8,-9,8,12,-10,-8,-3,6
7,-2,20,-8,4,19,4,11,5,-8,20,13,13,-5,-9,-10,6,-1,-1,12,-4,16,14
8,12,5,1,12,10,14,16,0,-6,17,-6,12,2,7,3,-10,18,19,13,9,-9,20
9,-7,4,14,3,-2,-1,7,14,-2,-5,1,-5,17,7,3,2,20,6,-5,-1,12,10
10,-2,14,-2,0,3,6,-9,-6,10,-6,18,-1,-3,10,7,-7,8,-8,2,10,-9,4
