"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,19,3,13,14,-6,-5,16,-6,-1,-10,13,10,20,3,-10,16,-10,-3,5,-5,14,-6
2,-4,15,16,0,-3,-4,14,7,-3,12,16,3,6,8,14,-1,6,-6,3,17,12,8
3,20,9,8,16,1,9,9,-1,16,8,8,-1,19,5,2,17,20,19,1,4,9,12
4,-2,-6,17,8,-4,11,-4,-9,-3,15,18,17,5,15,-10,8,2,-1,7,20,-1,1
5,-7,5,10,13,9,15,17,-6,6,-4,15,-9,-10,1,13,0,-4,-7,19,11,-2,15
6,9,8,16,12,19,-2,20,-3,-9,-9,12,-5,5,20,-5,11,2,11,6,2,12,6
7,-5,13,1,12,-8,16,-4,-3,9,-5,-7,15,-4,12,14,-10,20,2,13,4,-1,8
8,5,-6,-1,-3,-4,-2,2,-3,-2,14,3,3,5,5,20,1,18,0,19,14,5,-5
9,4,9,-8,9,-9,5,-4,-2,20,11,12,16,17,17,16,10,-3,-4,-2,-3,-8,-8
10,12,11,8,19,12,17,5,11,-7,10,7,17,-1,0,-5,15,2,16,6,20,6,-4
