"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,2,5,4,1,16,9,19,-3,7,-4,10,1,3,-1,-7,18,7,16,8,17,7,0
2,19,18,3,14,-3,-6,3,17,18,0,2,12,6,-5,4,18,10,3,13,2,-7,-7
3,0,11,13,-2,-8,2,-8,-3,20,-6,-6,20,3,7,-4,6,11,-10,12,8,-3,-8
4,3,14,-5,1,-1,7,-7,1,7,-7,2,8,-5,5,-2,4,11,9,-5,0,19,-7
5,11,12,6,0,-7,17,15,-8,18,-1,-3,18,8,13,-4,-4,-3,11,3,13,19,1
6,7,15,-5,9,-3,-3,-10,12,16,16,4,-2,13,7,10,5,-1,11,10,8,6,-2
7,19,4,4,20,12,10,20,-8,-7,-7,-3,8,-3,11,-10,7,5,-3,17,14,14,2
8,9,11,9,-8,-4,15,-1,13,-4,-1,8,16,-8,-7,20,10,9,-5,-3,-9,-1,7
9,9,-7,15,15,11,0,-7,7,-2,4,7,-2,-10,-2,1,6,20,-8,7,-4,-1,14
10,-7,15,6,17,14,8,-4,5,13,-10,7,7,4,7,-4,-2,5,15,-8,-4,4,20
