"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,11,17,14,6,12,-10,-8,-9,-3,16,-9,-2,1,-2,4,-1,1,-2,-1,1,13,18
2,15,12,16,-5,3,-5,4,-10,7,1,-7,18,10,-4,13,2,-2,16,-2,7,14,15
3,-6,2,-3,-6,10,-1,0,-7,6,-2,19,11,4,-4,0,10,-2,19,0,11,10,19
4,16,-7,15,8,12,-9,17,18,1,-6,8,-6,15,16,15,10,7,-6,20,9,1,-6
5,14,19,-4,2,8,16,11,-1,11,5,-4,-1,8,17,20,19,-10,-1,-4,9,5,-1
6,-9,19,3,-3,6,12,18,11,0,11,18,-6,-10,15,-1,17,11,7,3,-6,9,17
7,13,2,-4,20,11,5,4,3,-9,-8,4,9,1,20,13,20,-5,2,16,14,-1,-4
8,-3,14,-7,-4,11,12,15,9,4,12,-1,1,19,17,-5,-10,17,-3,-8,0,2,1
9,-2,13,15,-4,6,-5,-10,4,12,-6,-3,-8,-4,-1,6,8,-1,-6,2,-7,12,13
10,-10,13,-6,5,0,16,9,3,10,20,11,19,16,19,2,-10,17,-5,5,14,13,19
