"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-6,2,6,3,11,-2,3,5,2,-4,-9,0,-6,-7,16,18,-1,-6,17,0,5,4
2,-6,-2,2,-10,2,9,-10,-2,8,-10,-10,0,12,6,-8,12,-1,-10,4,13,4,13
3,16,9,-1,3,19,-10,19,5,9,-4,-3,17,4,1,-7,1,12,5,-5,-4,6,-2
4,7,-10,2,20,16,-2,-1,6,3,4,5,-1,-10,1,12,13,8,7,14,-1,9,19
5,8,3,6,-2,17,-8,-1,-8,17,1,14,11,11,10,-8,3,9,-7,14,8,4,12
6,18,-4,5,1,11,-7,-8,14,14,1,13,19,11,-9,-8,0,15,6,-3,13,-4,5
7,16,4,19,-3,11,9,12,-9,14,-1,14,2,3,10,12,2,0,7,-10,20,20,19
8,16,-9,16,4,11,6,0,3,-5,16,12,0,11,20,-8,13,1,18,5,-8,10,8
9,10,0,7,20,17,19,9,5,17,17,-6,11,11,17,-8,-9,-3,-7,-7,7,15,8
10,7,4,20,9,10,6,-5,7,-4,-1,9,-1,9,13,-1,11,14,19,7,8,2,-6
