"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-10,3,9,16,-1,-5,18,1,6,-3,3,-9,17,-9,11,20,20,-2,14,4,12,15
2,-1,1,0,4,19,0,9,-9,4,17,20,12,18,-6,14,-9,-7,17,12,-1,-4,-5
3,-4,-3,12,-7,20,5,-5,-3,17,8,-1,-2,2,-4,12,-10,19,4,12,19,16,-6
4,-9,12,1,6,10,-7,-5,16,8,7,10,18,9,7,4,12,11,-8,-7,7,2,2
5,4,0,4,12,5,1,10,6,-6,7,-5,-5,19,-2,8,2,-2,-2,-3,0,1,16
6,-7,18,12,6,-9,-6,20,-1,13,-10,-9,-1,18,2,13,-4,14,18,12,17,20,-1
7,1,12,19,-9,8,13,4,5,19,7,2,19,10,-1,-8,7,-4,-7,4,-5,4,20
8,-7,15,-3,11,-1,5,4,-1,3,-7,13,-1,2,8,7,6,10,9,13,-3,18,3
9,-2,2,-9,-3,9,12,3,8,-6,5,13,4,-9,-9,2,14,14,20,-10,20,0,5
10,-8,-5,2,-7,2,-6,2,20,10,-5,14,-5,2,0,8,-2,9,16,10,8,-7,-5
