"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-2,3,-6,-1,2,7,13,-10,-9,15,-9,19,-1,17,1,3,-9,10,3,-10,13,15
2,-7,-9,14,-7,-1,17,20,-10,0,-7,-7,-10,10,14,17,14,-10,-4,11,8,-3,19
3,-10,-8,19,-9,-7,-5,8,-10,2,0,15,-3,8,12,-9,6,12,7,-6,19,-9,-4
4,3,10,18,-10,5,10,-9,-8,13,2,6,6,6,10,12,10,17,12,11,-10,4,9
5,3,14,7,-5,10,-1,18,6,-10,-2,-6,3,2,19,13,-1,-8,11,13,3,16,-10
6,-10,18,11,-10,-6,17,-1,10,1,-5,7,-10,-7,-4,-1,-4,10,12,9,5,-9,-6
7,9,-10,-8,-9,18,-7,14,19,10,13,-8,19,-8,19,13,13,4,4,15,-6,-3,-6
8,-8,18,-5,12,18,6,0,12,16,17,-6,15,18,7,-10,-6,7,16,-6,2,-1,11
9,13,4,2,17,20,-8,6,-2,-6,-7,-7,-8,17,11,13,20,0,20,18,10,11,20
10,13,-3,9,6,2,-6,6,4,16,-10,-3,18,-10,7,15,3,13,20,1,14,3,-10
