"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,19,19,20,10,-9,-3,5,13,-7,8,-9,-6,-7,8,-1,-4,-2,8,0,8,7,18
2,20,-7,-3,-10,-6,4,20,-1,20,3,7,17,14,8,5,-5,16,16,-5,-2,9,5
3,17,-1,-6,5,-5,-1,17,-10,18,7,5,-7,-2,20,-10,12,0,12,-7,2,12,5
4,0,10,9,16,-6,18,16,-5,-8,1,0,-4,19,19,20,5,-1,20,9,10,7,-6
5,4,6,18,9,20,-9,-2,-4,2,-10,0,-9,1,7,-1,14,0,-1,6,-8,8,-1
6,20,15,19,-3,-10,16,20,-1,-2,19,6,-5,12,17,-10,-5,-5,-3,-3,-8,20,18
7,7,-10,12,19,13,-7,-10,13,17,5,16,14,-8,2,20,-5,20,7,-2,9,-7,6
8,-10,15,13,-1,-7,14,17,20,12,11,-4,-9,4,3,-9,6,13,17,-8,14,-4,-8
9,8,4,14,-7,12,19,-4,-8,-1,11,-4,16,8,-1,7,-1,3,20,-8,1,-9,7
10,3,-9,10,8,0,12,-7,9,-6,-5,8,20,-4,10,20,14,2,-2,-1,-7,8,-3
