"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,0,18,-4,11,5,11,-8,-3,6,12,-3,15,2,5,9,-10,5,-4,5,16,-3,18
2,7,-4,4,4,-7,0,18,19,19,-4,9,19,-9,20,-7,19,-8,1,16,12,2,12
3,4,-4,-7,7,1,-2,8,11,14,-2,19,19,-8,-7,4,2,2,-2,-4,0,-6,20
4,-9,11,18,4,9,19,-5,14,20,11,-5,8,14,19,5,-8,-6,14,3,-9,10,20
5,9,9,6,4,16,3,7,10,5,-6,15,-2,18,1,5,16,-4,1,-6,17,12,8
6,8,13,9,18,-1,15,18,14,15,14,12,6,9,-10,-3,-10,6,-9,9,15,5,1
7,-3,5,-1,16,-6,8,18,-2,17,16,17,4,20,15,6,11,20,-8,-3,-7,9,19
8,17,-5,10,2,-2,11,7,18,-9,17,19,-8,-9,10,9,6,18,6,-3,7,14,15
9,19,15,-3,16,0,18,4,20,11,7,16,-7,12,8,20,-1,7,-6,4,7,-7,-9
10,9,17,1,5,2,5,1,5,20,0,8,10,1,19,2,0,-10,1,16,7,4,1
