"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,12,13,3,1,7,-10,-1,-1,4,-9,3,19,-2,-9,20,17,11,1,-9,18,-3,1
2,-9,-5,10,-10,0,18,3,13,20,0,10,19,12,1,1,-10,-3,9,-10,-6,-2,1
3,12,18,7,8,5,10,3,-5,13,-10,-1,-7,9,10,19,14,18,3,12,-10,20,13
4,-3,3,-3,3,12,9,17,9,12,-6,-9,16,-1,18,19,-1,11,12,18,0,7,6
5,12,12,-10,15,19,-4,9,-1,3,12,16,1,7,17,16,8,-1,-7,20,-2,-7,19
6,10,-9,1,-1,4,19,-5,0,-1,2,-3,-8,16,3,7,3,3,14,4,4,11,-3
7,8,-10,0,-3,6,-7,17,5,0,19,10,7,0,9,13,-8,6,-2,-6,10,8,4
8,9,-3,11,2,-10,1,9,3,6,15,18,-4,5,11,10,13,-5,-4,16,-10,16,20
9,9,-10,8,20,-2,-7,-9,7,-10,-8,10,15,18,17,-1,8,8,16,14,15,18,-1
10,-9,4,18,5,13,6,15,3,-9,0,20,2,17,7,18,6,8,6,-1,14,-5,10
