"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-2,16,10,10,0,17,6,3,-1,0,8,15,11,-4,13,7,11,-3,-2,-9,-1,16
2,-3,-5,-7,5,17,-2,9,-10,13,-1,2,20,13,-6,17,-2,13,7,-8,3,6,7
3,-9,14,-3,-6,2,14,7,2,9,5,-8,19,-2,17,-10,-8,14,-3,14,-7,-6,15
4,0,-2,-7,12,9,-4,-8,9,9,0,-9,18,16,18,20,6,14,4,18,4,7,0
5,9,-6,6,7,20,3,1,-7,12,4,6,-8,19,13,14,13,-5,5,9,20,5,19
6,15,20,2,-5,1,-5,5,-8,-7,6,3,19,-6,14,20,19,2,-10,18,15,6,16
7,8,19,16,-2,-1,-10,14,13,-1,4,15,18,17,9,0,-6,11,19,11,15,16,-7
8,15,19,-10,10,15,20,0,-1,4,-5,3,2,1,11,-10,9,-4,4,14,-10,7,7
9,18,16,11,9,-10,19,-9,-7,17,-8,-9,13,7,20,4,6,-6,15,4,1,-5,-6
10,1,-1,7,-1,2,-3,15,-10,7,8,4,-4,12,-10,-10,15,-6,7,14,14,-4,-10
