"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,5,-6,20,16,-10,19,-6,2,17,7,4,11,14,9,-1,4,-8,5,5,8,14,14
2,14,-6,15,-10,18,8,15,0,7,-5,1,15,5,11,-8,-3,-6,9,10,-10,11,17
3,4,-1,9,19,-6,-4,2,-4,-3,4,12,13,-9,16,-9,12,-7,19,-2,5,-3,-10
4,7,17,19,-9,3,11,15,2,7,-9,14,-9,20,11,19,16,-7,6,7,10,11,-2
5,4,-2,12,19,15,-10,-7,17,-1,-2,10,6,11,19,15,9,7,10,8,0,-9,-3
6,12,-2,-6,0,13,12,15,5,19,0,-6,11,5,-10,20,18,-8,6,8,8,-9,13
7,7,18,20,13,-8,-5,2,-3,12,20,10,6,20,7,18,16,-2,0,0,0,-4,10
8,20,18,-9,5,-2,1,4,-6,16,6,7,14,-8,13,3,18,8,3,15,13,0,13
9,3,8,7,-1,11,18,15,3,19,12,15,-10,-7,-3,19,12,-9,-3,-6,-8,-2,-2
10,-1,-6,8,-10,-2,-7,12,11,-3,-7,8,7,3,15,-8,-2,1,5,-4,-6,13,-7
