"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-10,-7,-9,3,15,18,-2,-2,-6,4,7,14,-5,-10,0,-7,20,9,-1,20,15,7
2,-3,-4,6,16,9,7,-6,-6,-2,6,18,-3,1,20,14,2,-9,3,-6,2,-8,11
3,-7,-1,-4,-5,-8,14,16,-3,11,8,13,16,7,1,12,17,-2,7,12,8,19,-7
4,3,10,7,-3,-9,-1,-3,2,17,-2,-5,12,-3,19,-1,0,2,16,4,-8,-9,3
5,7,-8,17,-4,0,-6,-8,-10,-8,0,-2,8,18,3,-9,10,-5,15,19,-4,5,6
6,7,6,11,2,-6,2,16,14,8,-10,-2,6,17,20,-2,-5,-1,11,12,14,10,13
7,13,-9,4,17,4,11,17,-6,7,1,16,0,-4,14,17,9,13,-5,15,10,9,2
8,14,-3,16,8,1,-4,-4,17,13,-10,-10,6,3,7,-1,9,17,19,15,-7,1,11
9,10,19,14,-5,-9,16,-6,20,8,-7,-1,12,12,4,20,4,19,14,-1,9,16,6
10,-4,5,-8,15,3,-10,14,5,9,7,5,-3,3,9,-9,-10,14,3,12,14,19,9
