"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-5,-6,-2,3,1,-4,17,-4,17,-4,-7,-6,1,4,9,7,8,5,12,11,1,-7
2,10,5,5,-6,-5,0,-3,-8,17,-3,-2,8,-7,-10,-8,17,18,9,11,17,15,17
3,-10,-9,19,11,-9,-10,18,16,0,-2,20,6,11,5,-2,9,-10,14,5,5,5,-5
4,6,-10,20,-7,-5,6,15,10,4,12,3,15,15,10,6,-7,15,9,10,12,-10,14
5,17,0,17,6,5,-4,-3,17,-7,5,20,19,5,-3,-2,17,12,-1,17,-7,3,2
6,17,19,8,18,-3,5,3,17,0,6,15,4,14,19,18,-3,-7,-7,8,5,-2,6
7,3,0,13,14,-2,2,-4,1,3,3,8,3,-1,0,15,20,19,-7,8,2,18,14
8,2,-10,5,-2,4,1,-1,13,7,-9,-6,5,10,13,2,4,4,-5,8,14,16,10
9,-9,-8,17,16,7,3,-10,6,9,10,2,11,-5,-9,-6,0,13,20,19,17,-8,18
10,12,19,8,4,11,6,2,14,20,11,10,-10,-8,-8,20,-4,-1,12,-2,19,14,17
