"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,1,1,-3,-7,9,-2,3,19,-4,11,4,-6,5,18,19,18,-8,0,-9,-5,-1,19
2,18,-5,-4,-6,17,3,-4,20,6,16,-3,14,8,12,-1,-4,5,11,10,17,2,2
3,9,5,-2,5,10,9,-1,7,-4,4,16,19,12,13,3,-3,-6,14,19,-6,6,5
4,16,9,1,2,2,10,-8,-1,-5,-6,20,4,3,11,19,15,7,-9,-2,-9,11,17
5,16,2,2,0,13,-2,7,18,3,15,-4,-7,20,6,-9,13,-1,15,11,6,13,0
6,-3,-5,11,9,11,-5,5,4,5,8,-3,-1,10,20,13,-4,-2,-1,6,3,9,11
7,-10,6,-10,0,16,13,8,-5,10,9,-10,2,11,-6,14,-1,17,13,10,0,3,19
8,2,9,7,16,10,-7,17,-5,12,-9,20,-7,16,-2,-9,-4,20,-3,4,-7,-2,19
9,12,8,1,-1,17,1,1,1,5,5,17,18,-2,20,-8,-9,11,20,17,17,-5,-3
10,6,-5,1,19,4,-4,16,9,-5,11,-8,20,-6,8,0,16,4,5,-7,-4,-4,19
