"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,18,-7,15,19,7,-4,8,-2,9,7,-10,14,0,-8,2,12,-7,-5,-7,15,20,1
2,11,13,5,-8,14,11,4,18,12,12,18,6,11,-5,20,8,16,-8,5,-3,4,20
3,3,0,15,13,16,11,15,2,2,-3,8,-3,-2,9,20,2,4,-8,20,14,7,-4
4,-3,7,10,4,-7,-9,5,2,12,19,-5,5,5,14,6,19,18,-8,8,1,0,6
5,10,-1,3,15,9,5,-10,2,3,1,11,3,-7,0,10,12,-1,0,16,12,-9,-7
6,-6,3,6,11,13,3,7,-7,8,8,11,-7,7,-1,-6,16,8,-2,8,-1,-2,-5
7,9,-4,-5,2,-10,2,7,19,11,16,-4,2,13,1,-9,-1,9,16,19,-10,16,-3
8,12,8,-6,11,11,13,5,3,7,11,9,-3,12,18,-10,10,-1,-5,8,14,3,-10
9,17,6,6,13,2,7,3,15,18,1,13,-3,1,6,16,14,2,-10,-8,-2,-10,-3
10,-4,-5,12,-6,-3,3,10,12,18,8,16,13,2,9,11,-1,1,11,17,-5,-7,9
