"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,17,10,-4,19,9,-3,9,-2,20,2,-5,19,17,5,0,-6,-9,2,14,-5,11,14
2,2,6,19,8,13,-7,10,8,13,-7,3,-6,-4,0,17,14,-6,-3,-9,13,20,-3
3,4,12,10,17,8,-10,7,18,-8,-9,1,-9,13,6,19,10,-9,4,-7,19,4,-5
4,3,-5,14,3,5,3,16,3,-7,16,-10,-9,17,-4,-1,3,9,-6,18,-7,16,13
5,-8,6,11,8,17,18,-4,-6,-5,-9,0,13,-5,-5,8,17,13,-2,-4,-4,13,-7
6,10,-4,6,3,9,-2,-6,-4,-5,-5,12,4,13,10,12,15,20,17,5,-8,2,-3
7,10,19,19,19,-3,2,8,-10,20,11,14,12,20,5,19,-9,7,2,5,19,11,4
8,19,-2,1,2,19,18,-6,6,6,8,-4,-5,6,17,-3,14,-8,1,-10,4,18,12
9,-9,15,15,-9,-5,12,11,10,14,3,-1,-1,6,15,17,7,-4,-4,6,4,-10,-5
10,-4,8,4,-4,20,-5,-9,-6,18,0,12,11,-2,-2,13,16,-3,-3,0,0,8,4
