"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,6,-1,17,-5,-8,-4,20,7,5,5,12,1,8,-7,2,3,3,18,15,11,10,-7
2,17,-5,8,0,-6,14,0,4,-6,9,10,17,-9,12,-6,-7,3,1,-3,9,11,15
3,-4,-7,6,11,-2,14,16,2,-4,10,15,18,-10,14,4,0,8,-2,-3,5,11,8
4,4,18,8,4,11,-4,-4,1,8,19,10,8,0,4,19,6,4,19,-6,7,0,-5
5,13,-8,-5,10,-10,4,-10,-1,9,2,5,5,14,-8,5,-10,-9,12,-7,8,-5,17
6,-8,11,8,-3,12,-6,11,-9,3,16,-10,0,8,15,17,-6,11,18,-7,-7,6,8
7,13,11,10,-4,4,3,6,15,-6,14,-5,-9,-1,-9,14,-5,3,14,0,17,13,-10
8,18,-7,-9,11,1,0,8,18,3,10,0,13,-8,-10,2,3,-3,-1,-8,9,10,20
9,0,-2,7,-6,19,-9,-8,-10,-3,1,0,10,14,14,-7,-7,2,-4,12,-9,1,2
10,-10,20,20,9,20,-4,-2,12,-10,8,-3,0,5,14,20,-4,20,14,12,11,11,14
