"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-2,1,2,6,12,17,-5,5,15,2,0,14,14,13,7,18,3,7,2,3,-1,5
2,18,-7,6,20,18,-6,-8,-8,13,13,-4,13,17,-3,20,-3,7,-5,-4,4,20,10
3,10,-3,20,14,7,-2,19,1,-8,18,12,2,15,7,12,0,-1,6,15,12,10,4
4,6,14,-3,-6,18,14,7,7,-4,10,-7,13,7,9,13,13,6,2,-9,8,6,-7
5,7,13,20,13,-9,10,-9,-6,8,4,3,12,8,-7,12,16,-10,19,14,3,2,-10
6,7,1,-9,12,15,2,10,3,-2,15,18,19,19,5,-9,3,-5,5,-3,0,1,7
7,2,4,0,15,6,20,9,5,5,7,-5,16,-1,19,6,2,18,5,-4,0,0,-9
8,-3,17,18,16,18,11,12,7,16,4,-6,-7,7,-9,19,-10,-4,-2,7,-8,17,14
9,20,13,11,9,-4,13,5,3,-5,5,1,13,11,12,1,14,1,-4,0,7,16,-8
10,-9,8,-8,6,-4,7,8,-5,8,-7,19,15,-10,11,11,-10,13,11,16,-9,19,-8
