"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,19,-3,20,9,14,-7,16,8,-3,17,12,-10,-1,16,11,3,19,1,9,-7,0,-5
2,15,-1,2,16,16,-2,-3,10,2,12,19,9,0,-3,-6,4,-8,6,-6,12,-5,6
3,-5,-10,18,16,7,9,17,-1,-2,7,17,-5,-6,10,5,-8,-9,2,14,10,0,6
4,10,15,7,-8,19,-5,-2,-1,-9,13,-9,18,8,19,-2,-2,7,17,18,0,1,-1
5,12,-4,-6,9,20,-10,6,-2,12,-5,19,13,4,8,-7,-1,3,-3,8,20,1,8
6,18,5,0,17,3,1,-7,5,-9,-1,13,17,3,-6,-7,11,-4,-10,-9,18,5,5
7,6,-10,-7,10,10,0,-10,-10,16,12,19,-7,1,16,0,14,20,-5,9,0,4,14
8,-5,-8,-2,18,-8,11,10,16,10,-9,9,-2,15,19,-3,20,-8,3,7,-7,5,18
9,-4,3,20,3,19,12,11,4,-2,-5,5,3,7,-4,-10,19,15,18,19,-6,-6,16
10,-8,19,-10,1,8,13,10,14,15,19,16,11,19,14,18,13,20,4,-3,2,9,4
