"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-6,8,13,-2,15,13,-10,9,7,9,5,-10,2,-10,6,-10,19,0,1,8,8,3
2,18,15,10,-6,-7,14,8,1,4,2,6,-3,-10,9,5,17,13,15,10,-9,13,-1
3,-4,-9,2,13,16,7,-7,5,12,9,-3,17,-2,1,10,20,10,-8,9,16,-10,18
4,8,-9,-10,-6,-9,-4,1,13,2,1,0,7,11,-1,11,4,-6,-4,0,-2,15,1
5,1,13,20,19,2,1,17,-4,19,5,1,20,20,19,-2,4,-1,-9,-8,6,6,-10
6,-8,-1,5,-1,16,-8,15,14,16,20,0,16,-6,-1,5,-7,16,5,-10,6,4,-3
7,15,-2,16,8,13,-4,-1,-8,-5,-6,-5,15,14,-3,-5,-7,1,-9,11,-2,12,19
8,6,-1,15,8,-1,18,16,-5,2,-5,5,1,5,7,-1,2,6,16,18,3,13,8
9,11,18,14,4,5,17,7,-2,7,16,19,12,-6,-10,8,7,7,3,17,-5,11,2
10,14,-4,5,-10,10,5,10,4,8,4,-4,-1,0,-2,5,-8,-3,11,6,2,18,-8
