"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,1,2,-9,0,-6,18,10,5,-3,19,10,14,19,-6,13,5,2,0,13,16,8,1
2,-1,-6,18,11,6,-7,4,15,13,0,5,-5,19,12,13,-1,17,14,16,-9,-7,-6
3,-2,8,1,9,17,-1,13,-4,-5,-3,8,8,14,-2,5,-4,-10,4,10,-9,-7,13
4,14,12,-3,12,10,-2,-4,6,20,12,11,-6,15,-2,-7,-1,-5,12,-6,6,1,15
5,18,7,18,3,18,7,-4,-10,-2,2,-2,15,0,4,9,7,-5,-5,-10,14,-5,-5
6,-5,18,-4,7,2,-4,-7,5,7,-10,8,-6,15,-7,6,-10,1,-1,15,18,12,5
7,2,11,-3,6,17,7,-3,12,6,20,13,7,14,18,2,2,-6,8,6,4,-6,-6
8,16,1,-1,0,1,11,18,0,13,7,18,-9,-4,1,13,10,-5,19,14,4,16,19
9,10,4,8,10,9,-5,-6,6,0,14,13,10,15,17,19,7,-1,17,6,0,-6,-7
10,2,-7,-8,5,7,10,-7,-7,14,17,9,6,16,3,-10,3,20,16,3,5,20,-6
