"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,16,14,2,-7,-4,7,10,-8,20,17,7,-4,12,12,18,-9,4,8,13,5,8,19
2,7,5,-6,14,-4,6,16,-8,9,-3,15,-4,7,11,13,-6,13,12,10,-6,-2,14
3,7,9,-8,-9,-8,16,-4,-3,1,16,19,18,8,11,15,14,-2,-5,11,-10,6,15
4,16,-3,-2,13,3,6,12,16,-4,-2,-8,4,2,15,-8,-8,-2,17,-10,17,12,16
5,2,13,7,12,-7,10,18,-7,-7,3,12,-3,10,0,-9,-8,3,-4,9,-9,13,-4
6,-8,-3,17,-6,-7,15,11,1,-6,16,8,13,3,-5,-2,9,16,16,-3,3,-6,12
7,-4,9,12,6,-6,1,-7,-1,-9,12,-7,5,1,-9,-6,9,-2,10,7,6,-10,17
8,9,6,9,-10,-2,7,-7,7,-8,-5,10,-5,-7,10,20,3,8,-2,-7,16,0,3
9,14,8,2,13,-7,-6,17,20,8,9,15,-5,6,16,-4,7,-9,-10,-1,-10,-9,15
10,7,-10,0,8,-10,-10,11,14,20,15,2,1,-2,-3,17,19,19,-8,-3,13,16,-1
