"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-6,-4,12,-8,10,2,-2,2,16,10,18,5,15,10,6,5,9,12,-6,19,-3,19
2,-3,-5,14,-2,9,-8,12,5,-9,15,2,17,16,6,19,9,-7,-5,13,-5,16,10
3,12,9,0,14,16,16,-6,8,9,-7,5,-8,6,20,0,-4,-6,-10,4,-4,4,0
4,10,13,12,9,-5,11,16,16,-10,16,18,17,-1,14,-9,3,7,10,16,2,12,-6
5,2,-1,-6,-4,-2,-9,18,16,15,12,15,20,18,14,3,-6,9,11,8,7,-4,18
6,3,-3,4,18,19,8,14,20,18,17,-1,16,16,4,-1,7,-1,15,-4,0,-4,1
7,5,20,0,15,20,6,-7,3,16,0,17,-8,8,6,1,11,10,-9,11,3,-8,-6
8,-1,-3,-6,-7,14,-9,-3,3,-2,12,4,9,5,-1,18,-9,6,-4,20,-9,10,11
9,-10,14,5,-5,9,0,20,12,9,-3,16,15,2,20,-6,13,17,5,-3,19,17,4
10,-9,1,-4,20,3,16,17,-3,-3,-4,-9,7,1,-4,-2,10,16,-10,1,10,-1,17
