"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,16,9,7,15,14,-5,12,16,-6,7,-8,19,-8,1,-8,-2,19,-5,17,12,-9,14
2,19,-3,9,18,7,13,19,12,-3,-10,0,6,3,2,1,5,-10,14,12,6,-5,0
3,16,16,2,6,7,-5,11,-6,7,20,20,-5,20,-1,0,3,18,2,-6,-5,-9,1
4,-10,14,2,1,10,20,-8,13,10,-3,7,9,1,8,14,9,7,3,12,10,-6,16
5,6,-5,2,-2,-8,-4,-10,4,14,-9,-6,-8,-5,18,-9,13,10,5,14,19,-10,8
6,-8,14,19,11,17,4,12,-6,-2,-10,16,19,2,1,2,-7,6,17,-7,0,-7,-9
7,20,3,15,12,0,14,-1,-9,6,-7,7,9,-10,7,9,-10,-1,8,6,6,10,10
8,0,-7,8,7,2,6,1,11,-4,4,-2,18,16,-8,16,6,5,14,16,10,9,-8
9,15,20,-8,13,-6,-6,2,0,0,4,-1,-7,-8,2,0,13,6,-6,19,1,3,-10
10,14,-1,9,14,-7,3,12,-10,8,3,10,-4,4,-8,0,8,7,4,13,4,20,-9
