"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-10,-5,13,-6,15,-3,18,-1,-8,14,15,20,-10,-5,18,-2,12,-3,20,0,20,2
2,-8,16,4,7,14,3,20,11,3,9,10,-2,12,20,-5,-9,-3,0,1,-5,19,4
3,20,4,11,11,11,0,16,18,-3,-3,-1,-9,19,-3,-8,-9,14,4,3,-8,-10,-7
4,-1,16,8,5,15,0,3,10,7,7,-10,10,17,15,13,19,1,4,-1,-10,13,3
5,-2,3,-3,-2,8,-2,1,-8,15,-9,8,8,1,20,-10,-1,8,3,15,15,-3,-5
6,-3,11,-10,-10,1,17,-8,7,16,3,20,-1,19,10,19,13,13,1,18,-8,-5,14
7,10,-1,-7,-3,-2,-7,-2,9,11,18,-2,14,2,17,12,17,8,4,-10,5,-4,-4
8,-2,10,11,8,2,17,7,16,14,-8,10,-4,12,16,5,-9,20,12,-8,16,9,12
9,20,14,-9,10,10,-8,12,7,-3,18,0,13,-8,-5,14,4,-8,10,8,-4,-2,-1
10,-5,-4,-10,4,-8,-5,-2,-8,-10,-10,2,-10,-8,-7,7,3,20,18,2,13,10,20
