"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,6,-8,4,6,2,11,10,20,11,20,4,2,-9,-9,15,6,19,-8,8,3,7,1
2,-1,-10,-4,-7,5,17,16,15,-9,16,2,15,19,4,4,4,2,10,-2,17,-5,6
3,6,19,-6,-2,-4,-4,17,12,3,17,12,2,1,-4,15,-9,9,1,-8,-8,17,9
4,16,-8,9,15,-5,15,9,20,-10,12,9,-8,-8,13,18,-5,2,5,18,-8,14,-5
5,-7,-10,20,-4,6,4,1,10,-5,-3,4,2,11,-2,1,6,0,15,-4,9,-6,11
6,13,-2,1,-4,3,-6,1,-5,-10,11,-10,3,2,11,11,17,1,18,-4,12,16,3
7,9,9,8,-5,0,8,14,2,6,3,8,10,19,12,-9,16,11,0,-1,-5,-10,10
8,1,19,12,5,-3,-9,0,-4,-4,-5,13,5,3,16,18,15,4,7,-4,16,5,19
9,17,4,-3,-7,-2,8,-10,14,-2,-5,1,17,9,7,15,-1,7,-10,-1,-10,2,12
10,12,14,-6,0,13,-2,-1,0,1,16,13,20,11,-3,4,-1,7,11,6,2,10,13
