"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,3,5,18,-8,5,14,16,1,1,18,17,-6,18,11,2,9,9,20,8,4,1,10
2,12,-1,0,12,15,1,-5,13,2,12,7,-1,8,5,11,19,2,-1,16,-10,3,3
3,19,-3,14,10,3,-6,20,16,5,9,4,4,1,-7,15,14,0,8,8,16,19,4
4,13,2,12,-2,19,-10,20,5,15,18,14,0,-9,0,16,-10,4,5,18,4,3,-3
5,13,8,2,-1,-8,10,0,15,-5,9,-7,3,13,-1,17,-9,16,-5,3,-4,-9,19
6,14,2,-9,-3,10,-3,16,-9,12,11,-5,19,7,18,-3,-3,-1,1,11,16,-1,-10
7,-6,10,8,-10,-2,12,-7,2,15,0,3,-2,18,-5,12,16,8,10,-1,-5,17,-5
8,-2,-6,12,14,20,7,20,18,18,10,-2,-5,-2,-4,10,14,-10,0,18,11,-2,18
9,17,-10,3,-5,13,-1,15,7,1,-6,2,11,17,20,-4,1,-8,10,3,-8,6,1
10,13,3,-5,10,-6,20,-2,4,4,17,18,11,9,12,-5,13,17,0,10,-2,-2,15
