"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,5,-3,9,-1,3,-7,14,13,-5,-3,-8,-4,-3,2,7,-10,11,3,16,-4,17,10
2,15,13,-7,20,6,-6,4,7,17,11,1,9,20,-1,10,2,15,13,17,-4,9,8
3,9,-1,-6,-5,3,-6,0,1,-7,2,7,2,-8,-5,-10,6,-10,3,19,6,20,9
4,-4,14,13,9,10,2,-5,-10,-1,20,-9,4,-3,-3,10,20,18,-8,14,19,-10,16
5,14,14,11,4,-5,-9,5,2,-6,0,-5,17,0,19,20,-8,12,2,-4,-9,18,-10
6,1,8,12,15,-6,14,18,9,-2,12,12,-5,-5,5,7,-10,19,20,-3,3,20,14
7,-4,8,7,-10,-1,-4,4,-5,2,4,19,14,16,11,4,20,16,6,-2,10,-3,-6
8,3,-4,-1,19,9,14,-8,4,15,-3,-5,17,-4,14,1,-4,2,13,19,-3,10,3
9,9,12,9,17,17,-10,8,4,-2,20,8,11,19,-9,0,15,-10,1,4,7,-4,2
10,-8,15,19,-5,12,20,12,19,-9,4,7,-10,8,18,9,-8,-7,17,11,15,15,17
