"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,14,-10,2,19,8,17,-1,13,8,7,0,3,-9,-8,8,-10,0,-7,0,-9,-8,9
2,14,9,20,-8,17,19,1,-2,18,-4,11,9,-3,18,-8,-8,-3,5,9,-7,18,17
3,1,12,-1,-8,16,-3,11,17,9,16,19,12,13,-5,-1,-2,-6,14,12,6,-4,1
4,9,-6,-1,4,13,11,2,14,-5,-10,-6,-8,-1,17,-8,-5,0,20,-1,15,-6,13
5,-10,-4,-5,17,-7,18,8,17,11,13,13,13,3,3,10,9,14,7,-1,13,18,-10
6,-7,-4,7,-1,6,-10,5,12,-4,4,-5,-7,17,1,18,5,10,11,17,19,10,11
7,0,12,3,9,-2,-5,12,-4,16,8,4,19,8,16,12,0,10,14,20,12,-2,19
8,20,18,18,3,-6,-7,17,11,8,-5,-1,-5,-4,-8,17,13,9,13,17,-1,17,5
9,3,12,-6,1,-9,0,16,12,8,2,-3,19,7,-1,1,-4,13,1,0,-1,-9,10
10,10,0,14,-4,-9,-10,-2,16,20,6,-3,5,-5,2,5,-6,11,8,-9,1,11,-8
