"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,13,11,-1,-10,4,-10,4,19,-4,11,-4,-8,-1,-4,18,10,16,-2,4,1,9,13
2,-3,2,-9,-1,4,5,-4,8,-1,-6,-3,2,-4,4,5,-4,15,-10,2,3,5,17
3,-9,0,-6,-5,20,14,-9,-9,2,9,0,-5,5,1,-4,12,4,-9,3,4,-7,10
4,4,16,-2,-5,1,17,-10,16,-2,1,19,20,15,8,-10,-7,7,4,4,5,6,-7
5,0,-7,5,3,7,-8,8,-8,2,12,3,10,8,15,-1,0,5,-9,-5,-5,16,-7
6,-10,-8,-9,-3,-5,2,4,-3,19,5,-4,1,8,10,-9,5,7,-5,5,-8,-2,-10
7,7,19,2,7,13,1,5,9,-3,-5,20,4,-6,17,10,1,19,-1,2,-10,5,7
8,7,13,6,4,4,8,-7,7,14,5,-8,3,4,13,-2,-3,1,10,5,20,6,-3
9,9,-3,8,20,17,14,-3,-8,-8,11,6,9,14,-4,13,7,12,-5,15,8,0,9
10,14,13,5,-3,-7,-1,4,-1,17,9,-7,20,3,9,19,-2,14,0,19,9,6,0
