"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,12,2,5,15,12,13,-3,-1,5,-6,5,11,-7,13,-10,1,-10,7,-4,17,-8,11
2,-3,-8,15,6,1,-10,13,18,6,18,-5,11,5,15,20,12,-9,20,0,-8,6,-7
3,13,9,-1,4,6,-10,2,13,2,1,7,-4,15,14,8,20,6,0,15,6,-9,17
4,18,-9,-10,1,15,-5,10,-8,-10,-6,15,16,6,10,-4,-5,-9,-8,10,20,-2,16
5,2,5,-3,8,1,-3,-3,9,12,3,-8,12,9,-2,1,19,6,11,14,18,20,7
6,-8,-4,9,16,4,11,15,6,17,8,18,2,-6,14,-8,-8,10,14,4,5,1,-2
7,19,17,19,0,-1,3,6,17,13,7,19,7,11,18,4,2,-2,-9,11,0,-2,8
8,0,4,3,5,14,15,12,-10,19,17,12,-8,3,16,-7,-1,20,15,19,16,18,1
9,0,14,-4,17,14,16,-3,8,1,17,-5,14,17,17,4,14,-7,11,20,11,-5,0
10,-6,2,-7,15,5,16,1,11,-2,0,17,-8,14,4,0,-3,20,-7,17,17,8,3
