"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,8,16,9,16,-6,-3,9,15,18,14,-1,-3,-8,1,5,16,9,19,15,9,-3,3
2,20,6,5,-6,5,7,-2,6,3,-10,18,15,-5,15,11,-9,-6,5,-3,19,8,-4
3,-1,10,1,3,-10,-6,8,12,1,7,3,2,-3,-7,-2,-5,-7,9,2,-4,18,1
4,-1,0,6,8,9,-10,-4,10,-8,15,14,5,15,-1,-10,-6,14,6,-4,-9,17,15
5,-1,13,9,4,8,-2,14,20,0,4,8,4,18,-2,14,2,4,-1,9,18,18,6
6,6,18,-9,15,-9,19,-4,2,4,12,-8,-4,-6,12,-4,5,-9,8,-8,20,10,-3
7,-3,-10,-1,11,9,9,-5,-10,3,5,-1,7,10,15,16,16,-8,-2,-5,-8,7,18
8,8,9,18,17,-10,-2,-10,10,-5,0,-10,-2,-1,9,6,16,9,8,10,8,13,-2
9,-10,1,1,20,8,12,16,-2,14,-8,2,-8,17,-7,6,4,8,9,18,-7,3,14
10,7,13,7,5,4,4,-2,2,14,-9,8,2,2,6,4,2,17,13,4,17,11,-2
