"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,14,10,2,-2,19,3,-10,-6,-2,15,-10,3,-6,20,6,-9,3,3,2,3,14,14
2,-9,0,12,-2,5,-3,20,4,6,20,20,5,2,1,-2,-9,-8,0,20,-7,-2,15
3,-1,-1,-2,-6,14,-3,20,1,12,-3,-4,1,7,16,-1,15,-6,16,16,20,-6,19
4,12,-1,-8,13,-2,0,12,2,17,8,-10,6,13,6,4,14,5,10,-2,0,9,11
5,7,-7,1,6,15,3,0,4,2,-1,-1,2,-10,-1,6,17,4,13,-4,14,-2,16
6,11,5,8,10,-9,-7,14,-7,11,5,-3,12,12,20,3,2,17,17,-2,0,4,15
7,5,19,1,4,16,-9,-2,-3,20,10,3,4,20,9,6,-3,6,19,20,20,14,-5
8,-10,-4,11,13,-3,8,-9,-5,-7,4,-1,-3,20,7,9,2,8,-5,-5,-3,5,-7
9,5,9,0,-1,7,-9,11,15,-6,-10,14,6,-5,18,-9,20,12,-8,2,9,19,1
10,8,-3,8,-9,-10,19,6,19,12,1,-5,-3,0,3,-3,7,-8,20,13,7,-10,14
