"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,13,4,20,1,1,1,13,12,19,-7,-2,18,5,9,2,0,-2,-2,19,-2,12,-9
2,6,-7,10,-3,17,-10,1,-2,1,12,11,-1,17,20,4,0,-9,19,19,5,-10,3
3,-2,6,6,4,-7,-7,-9,-8,19,-6,12,-6,-7,1,-10,11,12,18,7,-6,17,14
4,7,6,-8,17,14,17,16,0,17,19,19,4,-4,17,10,6,-7,20,18,4,15,-10
5,-1,5,10,-8,-8,2,1,12,3,6,16,12,2,-5,12,-2,15,14,12,11,11,14
6,-4,-5,-9,-6,18,13,-10,12,-4,-9,-7,11,-2,18,0,-9,20,4,2,3,6,10
7,10,13,4,12,2,14,5,2,-4,-5,10,-3,17,11,13,7,0,-5,-4,14,1,11
8,0,-4,-6,19,-6,-2,3,19,8,2,-4,11,13,14,-5,15,1,16,9,12,10,0
9,0,3,-1,13,3,-7,1,-8,-2,15,15,-6,5,17,15,10,-6,17,8,-4,-2,15
10,4,1,15,8,11,-2,14,-9,11,16,6,17,4,7,20,7,10,-7,-6,-3,-5,0
