"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-10,-6,12,14,9,14,-5,5,13,-10,8,-2,12,6,-3,-10,9,9,-4,17,12,9
2,-3,4,-2,-6,-7,11,2,-10,-1,-9,-6,15,2,-9,10,18,3,6,5,-6,-6,0
3,15,-2,18,16,7,6,19,6,1,16,5,18,-6,-4,-5,-5,9,-7,4,-5,1,20
4,15,15,18,7,4,14,4,18,4,4,-6,-4,-8,10,6,4,19,6,-4,-2,9,10
5,-6,15,20,-10,-4,-10,2,8,-6,18,-10,12,15,8,6,-9,6,5,-8,-10,2,1
6,0,-10,8,6,-6,4,-3,15,-7,13,13,-7,-5,-2,7,19,-10,-1,-4,0,2,3
7,-5,-8,13,10,9,-2,3,14,3,18,20,1,4,-6,8,-10,20,14,14,12,-1,16
8,-4,1,-7,-3,-7,17,1,17,17,9,11,5,20,12,-1,20,19,-1,-10,18,5,0
9,13,-1,5,-6,13,4,15,18,11,4,10,13,13,8,4,1,-2,8,20,3,-4,-7
10,15,16,1,15,-9,9,5,-1,6,0,2,17,12,16,12,-4,14,4,20,10,-6,16
