"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,2,20,16,5,11,7,3,14,17,8,5,19,-8,-6,-2,17,10,8,15,1,7,-10
2,-7,19,-5,6,14,-5,14,12,18,-4,-8,7,-8,-3,19,-8,15,15,-7,1,4,14
3,18,-10,0,-5,-4,-5,10,11,2,-10,15,7,14,14,5,12,16,16,10,-8,-3,-7
4,-3,3,-6,10,11,12,-4,5,10,6,2,9,10,-6,4,14,13,2,5,14,0,3
5,8,16,16,20,20,-9,7,-1,5,-10,-7,-8,-2,9,13,0,-3,-9,-8,14,10,-7
6,9,8,10,0,7,4,-10,2,18,-10,20,19,7,-8,-6,-9,11,9,13,14,-5,-8
7,3,10,16,19,-6,-5,-6,-6,16,4,-5,18,14,14,6,2,1,-6,3,0,13,2
8,8,11,-2,-10,5,19,13,13,19,17,3,-4,11,3,0,5,-9,19,-7,-3,-6,6
9,11,5,10,-2,15,17,9,5,-3,16,8,8,7,-9,-3,0,-3,18,17,1,4,11
10,16,14,18,-7,9,-8,19,-3,19,16,-5,-7,-2,8,9,-9,18,-1,1,13,13,5
