"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-1,-1,18,-10,20,20,5,8,18,4,8,-2,12,-7,20,-7,13,-9,7,-8,4,17
2,3,6,1,20,4,-6,-7,9,14,1,15,2,9,-9,-8,-2,12,18,14,19,-4,10
3,10,18,19,4,2,10,5,15,-5,-1,-3,9,1,-9,7,-8,14,8,1,18,10,18
4,2,20,12,12,-2,9,12,12,9,0,-4,3,-7,14,16,-3,15,-9,-1,-4,8,-9
5,-1,-7,-7,20,-4,4,20,-9,-2,1,-3,-10,-7,11,19,8,17,14,-5,5,-8,-7
6,20,0,5,2,7,17,-5,17,2,-9,-2,9,14,15,12,8,-2,7,-6,-5,9,9
7,14,17,-4,-1,12,17,12,11,-5,-9,11,-1,-1,5,-7,-10,18,-6,19,-8,4,-9
8,0,4,2,17,4,18,1,13,8,-9,4,11,-9,11,-8,4,-8,-8,18,-3,7,-7
9,-1,19,-2,12,16,12,12,14,20,18,11,11,12,-2,18,6,9,18,10,11,7,-2
10,4,4,1,-1,20,13,17,-2,6,10,20,9,-9,-9,19,7,13,-7,20,-3,9,13
